comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
ny24-gallagher-simpkins-oversight,race-a9e9e45fbefba85dea2e,2024-06-25,public_safety,different_mechanism,"Gallagher names human-rights-law and corrections-commission bills; Simpkins names review boards, training and community reinvestment. These are potentially complementary accountability mechanisms.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Emily E. Gallagher,ny24-gallagher-oversight,allowing victims of discrimination or mistreatment based on their identity to file human rights complaints,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 91,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Anathea C. Simpkins,ny24-simpkins-oversight,establishing independent review boards to investigate complaints,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 85,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-gallagher-simpkins-abortion,race-a9e9e45fbefba85dea2e,2024-06-25,reproductive_rights,shared_position,Both support funding and practical assistance to remove barriers to abortion access. Gallagher identifies a specific fund; Simpkins describes broader funding and logistical support.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Emily E. Gallagher,ny24-gallagher-abortion,support the practical needs,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 92,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Anathea C. Simpkins,ny24-simpkins-abortion,eliminating logistical hurdles like travel distances to clinics,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 86,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-gallagher-simpkins-priorities,race-a9e9e45fbefba85dea2e,2024-06-25,campaign_approach,different_emphasis,"Gallagher singles out the social-housing authority as her biggest priority; Simpkins lists housing, education and environment. These self-stated priorities do not establish measured campaign-message frequency.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Emily E. Gallagher,ny24-gallagher-priority,It will be my biggest priority,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 89,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Anathea C. Simpkins,ny24-simpkins-priority,"My top policy priorities are Housing, Education, and the Environment.",https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 83,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-soto-benedetto-housing,race-a865a800cc51fb1bd037,2024-06-25,housing,different_mechanism,Soto proposes priority access to income-restricted apartments for marginalized groups; Benedetto proposes LGBTQ-specific housing. Allocation preferences and targeted construction can coexist.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jonathan Soto,ny24-soto-housing,"front-of-the-line access to income-restricted, dignified apartments",https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 215,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Michael R. Benedetto,ny24-benedetto-housing,build housing that is specific to the LGBTQ community,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 219,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-soto-benedetto-sex-work,race-a865a800cc51fb1bd037,2024-06-25,criminal_justice,different_emphasis,"Soto affirmatively supports the bill; Benedetto says he is open to learning more. The contrast is commitment versus an unresolved position, not a fabricated support/oppose split.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jonathan Soto,ny24-soto-sex-work,Yes,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 216,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Michael R. Benedetto,ny24-benedetto-sex-work,I am open to learning more,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 220,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-soto-benedetto-vice,race-a865a800cc51fb1bd037,2024-06-25,public_safety,shared_position,Both support removing Vice Squads in their own answers. Benedetto's uncertainty on a separate decriminalization bill does not negate this explicit answer.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jonathan Soto,ny24-soto-vice,abolition of ICE and of NYPD Vice Squads,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 215,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Michael R. Benedetto,ny24-benedetto-vice,I will support,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 221,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-soto-benedetto-priorities,race-a865a800cc51fb1bd037,2024-06-25,campaign_approach,different_emphasis,"Soto names a prospective school, tenant and public-renewables agenda; Benedetto foregrounds his governing record and an open-door relationship with constituents.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Jonathan Soto,ny24-soto-priority,"democratize our public schools, win tenant protections",https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 213,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,Michael R. Benedetto,ny24-benedetto-priority,I believe my record speaks for itself.,https://drive.google.com/file/d/1sW1XWjjvfK1AptC5JWB9Y60_NgtoTpwp/view?usp=drive_link,,paragraph 218,5b16fed8fdf559e96aee818dba11b88f30846763ff43de773d4baa362a460058,verified_publisher_release_bound,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny24-huntley-zinerman-tenants,race-017fe96eb07366f790ea,2024-06-25,housing,shared_position,Both explicitly commit to protecting tenants. Zinerman supplies a particular receivership/repair mechanism; Huntley's short statement does not specify the same mechanism. Their campaign-finance conflict does not establish opposing tenant-protection goals.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Eon Tyrell Huntley,ny24-huntley-tenant-protection,fight to protect renters,https://www.brooklynpaper.com/brooklyns-56th-assembly-district-race-heats-up-as-progressive-newcomer-challenges-incumbent/,2024-06-24,paragraph 115,1949be96ea45130209df30d57be94afd38105d0278de8eb95b51f293e86fe197,verified_publication_date,Stefani L. Zinerman,ny24-zinerman-tenant-protection,make sure that our tenants are protected,https://amsterdamnews.com/news/2024/05/02/am-stefani-zinerman-tenants-demand-more-fair-housing/,2024-05-02,paragraph 221,ff0273ec30d66737badb898af9b13ea1f4fa1a0f573f1960cfbbe6238927e14c,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_statement,,candidate_press_conference
ny20-forrest-mosley-sex-work,race-b701775ebc5e0586ec3c,2020-06-23,criminal_justice,shared_position,Both support the same sex-work decriminalization legislation in their pre-primary questionnaires. The comparison does not infer their stance from incumbent/challenger status.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Phara Souffrant Forrest,ny20-forrest-sex-work,the decriminalization of sex work (S6419/A8230),https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 60,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,Walter T. Mosley III,ny20-mosley-sex-work,Yes,https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 67,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny20-forrest-mosley-housing-access,race-b701775ebc5e0586ec3c,2020-06-23,housing,shared_position,"Both affirm housing access for unhoused or inadequately housed LGBTQ residents. This is a shared stated goal, not proof of identical detailed housing platforms.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Phara Souffrant Forrest,ny20-forrest-housing-access,Yes,https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 63,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,Walter T. Mosley III,ny20-mosley-housing-access,Yes,https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 67,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny20-forrest-mosley-organizing,race-b701775ebc5e0586ec3c,2020-06-23,campaign_approach,different_emphasis,"Forrest foregrounds grassroots nurse and tenant organizing; Mosley foregrounds public-service and legislative advocacy experience. Both describe collective work, rather than mutually exclusive approaches.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Phara Souffrant Forrest,ny20-forrest-organizing,we need to build a grassroots movement to win justice,https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 60,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,Walter T. Mosley III,ny20-mosley-organizing,a strong advocate for my constituents both in Albany and in the district,https://drive.google.com/open?id=1Pu0nLOgXeD9__HI7oo8hZrxHrhsi84bU,,paragraph 64,48c1eb9e63bfdbacb7b8a11f4336a70e0e26047fb9495e40820f79facaa57078,verified_publisher_release_bound,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny20-bowman-andom-health,race-4ccedc03fd0aec1094b0,2020-06-23,healthcare,shared_position,Bowman and Ghebreghiorgis both explicitly support Medicare for All. Ghebreghiorgis's original response fills the previously missing fifth candidate voice in the recorded field; it is not evidence of identical implementation plans.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-health,Medicare for All,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 70,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Andom Ghebreghiorgis,ny20-andom-health,Support Medicare for All,https://drive.google.com/open?id=1mIjSkAFETXyDmiYLeoL2lSPidkJUiRNb,,paragraph 4,d3c497ed13a8994601d789408881e1e3df2a6b278932fc0f9aaa9535007e13e9,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny20-bowman-andom-climate,race-4ccedc03fd0aec1094b0,2020-06-23,climate_energy,shared_position,Both support a Green New Deal and discuss international dimensions. This agreement does not make every element of their foreign or industrial policy identical.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Jamaal Bowman,ny16-bowman-climate,the Green New Deal,https://patch.com/new-york/bronxville/jamaal-bowman-candidate-ny-congressional-district-16,2020-06-18,paragraph 72,232bf08cddd9f673e840fe3547052fff970892668b0d237dc8077f27c811c8d9,verified_publication_date,Andom Ghebreghiorgis,ny20-andom-climate,securing a Global Green New Deal,https://drive.google.com/open?id=1mIjSkAFETXyDmiYLeoL2lSPidkJUiRNb,,paragraph 3,d3c497ed13a8994601d789408881e1e3df2a6b278932fc0f9aaa9535007e13e9,verified_publisher_release_bound,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
