research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
race-896b7a238243a848b1c2 | Denise Link,2018,Denise Link,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-896b7a238243a848b1c2 | Fred Dominguez,2018,Fred Dominguez,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-896b7a238243a848b1c2 | Jennifer Longdon,2018,Jennifer Longdon,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-896b7a238243a848b1c2 | John Glenn,2018,John Glenn,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-896b7a238243a848b1c2 | Ken Clark,2018,Ken Clark,individual_candidate,one_registry_record,1,0,race-896b7a238243a848b1c2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8a21811bb8adfcdf5f46 | Carolyn Delvecchio Hoffman,2023,Carolyn Delvecchio Hoffman,individual_candidate,one_registry_record,1,0,race-8a21811bb8adfcdf5f46,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8a21811bb8adfcdf5f46 | Nadja Justice,2023,Nadja Justice,individual_candidate,one_registry_record,1,0,race-8a21811bb8adfcdf5f46,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8bb4a2d445ddc18ae3ff | Fleming El-Amin,2022,Fleming El-Amin,individual_candidate,one_registry_record,1,0,race-8bb4a2d445ddc18ae3ff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8bb4a2d445ddc18ae3ff | Gardenia Henley,2022,Gardenia Henley,individual_candidate,one_registry_record,1,0,race-8bb4a2d445ddc18ae3ff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8bb4a2d445ddc18ae3ff | Malishai Woodbury,2022,Malishai Woodbury,individual_candidate,one_registry_record,1,0,race-8bb4a2d445ddc18ae3ff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8bb4a2d445ddc18ae3ff | Phil Carter,2022,Phil Carter,individual_candidate,one_registry_record,1,0,race-8bb4a2d445ddc18ae3ff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8bb4a2d445ddc18ae3ff | Tonya D. McDaniel,2022,Tonya D. McDaniel,individual_candidate,one_registry_record,1,0,race-8bb4a2d445ddc18ae3ff,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | Catherine Gioino,2021,Catherine Gioino,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | Evie Hantzopoulos,2021,Evie Hantzopoulos,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | John J. Ciafone,2021,John J. Ciafone,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | Leonardo T. Bullaro,2021,Leonardo T. Bullaro,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | Nick Velkov,2021,Nick Velkov,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8c1736034dcd6cd4f3ba | Tiffany Caban,2021,Tiffany Caban,individual_candidate,one_registry_record,1,0,race-8c1736034dcd6cd4f3ba,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8d1e88972b7232ea26d0 | Marcus P. Yuille,2021,Marcus P. Yuille,individual_candidate,one_registry_record,1,0,race-8d1e88972b7232ea26d0,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8d8eda039bc2f1fd15e4 | Bryan Kennedy,2022,Bryan Kennedy,individual_candidate,one_registry_record,1,0,race-8d8eda039bc2f1fd15e4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8d8eda039bc2f1fd15e4 | Darrin Madison,2022,Darrin Madison,individual_candidate,one_registry_record,1,0,race-8d8eda039bc2f1fd15e4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8dbe7e847ee21df8fe5f | Douglas McCrory,2026,Douglas McCrory,individual_candidate,one_registry_record,1,0,race-8dbe7e847ee21df8fe5f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8fa8aa6966350616c680 | Maia Pearson,2024,Maia Pearson,individual_candidate,one_registry_record,1,0,race-8fa8aa6966350616c680,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-8fa8aa6966350616c680 | Shelia Stubbs,2024,Shelia Stubbs,individual_candidate,one_registry_record,1,0,race-8fa8aa6966350616c680,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9041fe23eca88c27b6bf | Paige Kreisman,2020,Paige Kreisman,individual_candidate,one_registry_record,1,0,race-9041fe23eca88c27b6bf,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9041fe23eca88c27b6bf | Rob Nosse,2020,Rob Nosse,individual_candidate,one_registry_record,1,0,race-9041fe23eca88c27b6bf,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9172cee3bc57bf96a6c8 | Kevin Coenen,2026,Kevin Coenen,individual_candidate,one_registry_record,1,0,race-9172cee3bc57bf96a6c8,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-92bef0369296358f5e9b | Todd Scott,2022,Todd Scott,individual_candidate,one_registry_record,1,0,race-92bef0369296358f5e9b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-92bef0369296358f5e9b | Zaynab Mohamed,2022,Zaynab Mohamed,individual_candidate,one_registry_record,1,0,race-92bef0369296358f5e9b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-93787fac3bcf83084723 | Johan Arteaga Cruz,2026,Johan Arteaga Cruz,individual_candidate,one_registry_record,1,0,race-93787fac3bcf83084723,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-93f10ec56327b652df21 | Adam Fulton Johnson,2024,Adam Fulton Johnson,individual_candidate,one_registry_record,1,0,race-93f10ec56327b652df21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-93f10ec56327b652df21 | Mika A. Old,2024,Mika A. Old,individual_candidate,one_registry_record,1,0,race-93f10ec56327b652df21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-93f10ec56327b652df21 | Stephen A. Chiulli,2024,Stephen A. Chiulli,individual_candidate,one_registry_record,1,0,race-93f10ec56327b652df21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9488fafc0bceacab9ee9 | Christine E. Corrado,2021,Christine E. Corrado,individual_candidate,one_registry_record,1,0,race-9488fafc0bceacab9ee9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9488fafc0bceacab9ee9 | Jaclyn Richard,2021,Jaclyn Richard,individual_candidate,one_registry_record,1,0,race-9488fafc0bceacab9ee9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-989068ddac35efb3cefd | Brandy Bond,2018,Brandy Bond,individual_candidate,one_registry_record,1,0,race-989068ddac35efb3cefd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-989068ddac35efb3cefd | Danielle McClendon-Williams,2018,Danielle McClendon-Williams,individual_candidate,one_registry_record,1,0,race-989068ddac35efb3cefd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-989068ddac35efb3cefd | Kalan Haywood,2018,Kalan Haywood,individual_candidate,one_registry_record,1,0,race-989068ddac35efb3cefd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-989068ddac35efb3cefd | Rick Banks,2018,Rick Banks,individual_candidate,one_registry_record,1,0,race-989068ddac35efb3cefd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-989068ddac35efb3cefd | Supreme Moore Omokunde,2018,Supreme Moore Omokunde,individual_candidate,one_registry_record,1,0,race-989068ddac35efb3cefd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-98a94ea45af952a751bc | Matthew S Davis,2020,Matthew S Davis,individual_candidate,one_registry_record,1,0,race-98a94ea45af952a751bc,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9a964e5d79326deb3255 | Brandell Adams,2026,Brandell Adams,individual_candidate,one_registry_record,1,0,race-9a964e5d79326deb3255,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9a964e5d79326deb3255 | Chedrick Greene,2026,Chedrick Greene,individual_candidate,one_registry_record,1,0,race-9a964e5d79326deb3255,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9a964e5d79326deb3255 | Martin L. Blank,2026,Martin L. Blank,individual_candidate,one_registry_record,1,0,race-9a964e5d79326deb3255,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9a964e5d79326deb3255 | Serenity Hope Salak,2026,Serenity Hope Salak,individual_candidate,one_registry_record,1,0,race-9a964e5d79326deb3255,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9a964e5d79326deb3255 | William Morrone,2026,William Morrone,individual_candidate,one_registry_record,1,0,race-9a964e5d79326deb3255,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9b23daac37f99a66baef | Mike Sylvester,2018,Mike Sylvester,individual_candidate,one_registry_record,1,0,race-9b23daac37f99a66baef,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9c0672482c0386144da4 | Jesse Brown,2023,Jesse Brown,individual_candidate,one_registry_record,1,0,race-9c0672482c0386144da4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9c0672482c0386144da4 | Zach Adamson,2023,Zach Adamson,individual_candidate,one_registry_record,1,0,race-9c0672482c0386144da4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-9c8b6c97ae90b94029df | Elizabeth Fiedler,2022,Elizabeth Fiedler,individual_candidate,one_registry_record,1,0,race-9c8b6c97ae90b94029df,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
